kalimat;tag_bipolar;tag_depresi;tag_insomnia;tag_kecemasan;tag_skizofrenia
saya saat ini merasa kalau mood saya saya lebih sensitive dan terkadang suka menangis tanpa sebab saya memiliki gangguan tidur nafsu makin saya berkurang dan trkadang mual saat makan saya susah fokus sering pusing dan berat badan saya suka saat ini berat badan saya sedang turun saya juga smpat mengalami mensturasi yang tidak teratur yaitu selama 2 mnggu pada bbrapa bulan yang lalu saat ini saya juga merasa kesepian karena hanya diam drmh tgs menumpuk dan masalah keluarga saya banyak pikiran menurut dokter bagaimana apakah saya sedang;1;0;0;0;0
saya seorang remaja sama yang akhir akhir ini merasa adanya gangguan kecemasan yang berlebihan saya bisa dikatakan seorang anti sosial saya takut berinteraksi dan bicara didepan umum atau menatap seseorang tetapi takdir bertindak lain yang membuat saya menjadi ketua osis tahun ini tentu menjadi ketua osis harus berinteraksi dengan orang dan berbicara di depan umum yang membuat saya merasa tertekan dan depresi untuk melawan diri saya sendiri aktifitas saya sangat terganggu hanya memikirkan hal ini bahkan tugas sekolah saya pun terbengkalai dan saya susah tidur saya selalu menyibukan diri dengan mencari motivasi di youtube atau tentang psikologis sayapun kurang percaya diri sehingga saya seperti mati rasa bagaimana solusinya tentang kecemasan saya ini apakah ini bahaya saya benar benar terganggu dengan kecemasan ini dan membuat saya depresi dan terkadang marah marah sendiri saya tidak punya teman curhat saya menelan ini semua sendiri dan orang tua saya pun tidak tau kondisi saya saat;0;1;0;0;0
saya seorang wanita yang berusia 23 tahun dan sudah beberapa tahun belakangan ini saya merasa saya sangat ingin mati pergi meninggal kan dunia ini saya sangat ingin marah selalu merasa sedih dan kesepian namun saat ini saya sudah menikah dan baru mengandung bukan karena terpaksa memang saya melakukannya karena mungkin ya ini jalan saya jadi saya hanya mengikuti alur saja jika tidak sesuai dengan kemauan saya rasanya saya sangat sedih dan ingin marah sangat ingin mati saya putus asa saya capek saya tidak tau apa yang membuat saya begini tidak ada alasan pasti mengapa saya ingin mati dan menghilang seringkali saya merasa saya sudah tak di anggap dan di butuhkan tak di hargai jadi saya berpikir mungkin kalau saya menghilang mati dari dunia ini mungkin tidak apa apa mungkin dengan adanya saya saya merasa bahwasanya saya hanya seorang yang pengganggu hidup dan beban hidup saya seringkali merasa saya tak berguna saya capek harus terus berpura2 untuk terlihat baik-baik saja saya merasa kesepian tak di anggap saya ingin mati tolong saya apa yang harus saya lakukan untuk healing traveling saja saya tak mampu bukan karena uang namun untuk apa saya akan merasa sendiri saya tidak memiliki banyak teman kadang saya iri dengan yang lain yang bisa ini itu sedangkan saya hanya mengikuti alur saja dan berusaha menikmati semua nya saya;0;1;0;0;1
saya wanita berumur 21 tahun saya memiliki banyak masalah yang membuat saya sangat sakit kepala terkadang tremor mood tidak jelas terkadang gelisah ingin marah tapi saya pendam dan juga sering berkhayal bunuh diri menurut dokter dari dari yang saya alami ini itu stres atau bipolar lalu jika ingin diperiksa lebih lanjut saya harus datang ke psikolog atau kejiwaan terima kasih mohon bantuannya;1;0;0;0;0
saya wanita akhir tahun ini akan berumur 21tahun saya mengalami beberapa masalah ditahun ini saya bertengkar dengan orang tua saya saya memutuskan untuk pergi dari rumah dan putus kuliah sudah hampir setahun saya memutuskan untuk hidup sendiri dan saya memiliki pacar yang sangat abusif dan membuat saya tertekan tapi saya menganggap bahwa dia satu satunya yang selalu ada buat saya saya tidak punya teman atau bisa dibilang sudah tidak lagi memilikinya sekarang saya benar benar merasa sendirian saya mengecewakan orang tua memiliki kebohongan yang banyak dan satu satunya orang yang saya andalkan ternyata tidak bisa diandalkan saya dari sampai sudah sering berpikir untuk bunuh diri karena masalah keluarga ketika masa sama saya pernah mencoba coba sekali dua kali tapi saya masih berpikir masa depan saya tapi sekarang tidak saya rasa hidup saya sudah hancur dan tidak ada masa depan saya berkali kali memikirkan akan bunuh diri dengan cara apa dan kapan tidak mungkin saya membunuh hal hal yang membuat saya menderita jadi lebih baik saya membunuh diri sendiri tapi ini yang dinamakan depresi kan saya berpikir untuk membeli obat obatan dan membiarkan diri saya od saya merasa tersiksa secara fisik dan psikis jadi saya ingin membeli obat penenang untuk menenangkan diri saya apakah dokter punya rekomendasi atau saya harus melakukan konsultasi langsung dengan;0;1;0;0;0
 pagi saya mau bertanya ke dokter tentang penyakit kakak saya dia suka melamun suka bicara sendiri suka sedih sedih tertawa sendiri juga tapi kalo di ajak mengobrol masih bisa kontrol pikiran kakak saya juga masih mau sholat tapi aneh nya itu kakak saya suka bicara sendiri dan melamun kakak saya bisa sembuh enggak terimakasih dokter wasalamualaikum wr;1;0;0;0;0
 pagi saya ingin bertanya saya sering mengalami insomnia sejak remaja namun akhir akhir ini terasa semakin memburuk terutama saat saya menutup mata selalu seperti jatuh sangat dalam ke tempat gelap yang tidak ada ujungnya membuat saya semakin sulit tidur dan selalu takut jika menutup mata terkadang juga ketika saya sedang mengalami insomnia saya berbaring namun badan terasa sangat ringan dan terasa mengambang semua terutama kepala saya terasa berputar apa itu semua efek samping dari insomnia akut terima;0;0;1;0;0
sudah 2 bulan terakhir ini saya merasa tidak punya mood untuk makan meskipun disaat lapar sekalipun dan membuat badan saya terasa lemas saya juga merasa tidak nyaman jika sedang berhadapan dengan orang lain mau itu teman ataupun keluarga saya sendiri saya merasa tidak ada tujuan hidup sampai ada saat dimana saya berfikiran lebih baik untuk mengakhiri hidup saya juga sering berpikir berlarut larut overthinking yang tidak tidak hingga sering sekali saya merasa sedih tanpa ada sebab dan mengeluarkan air mata dalam 3 minggu terakhir saya selalu diam di dalam kamar dan berusaha untuk tidak berkomunikasi berhadapan dengar orang lain saya merasa tidak bisa mengontrol diri saya sendiri saya ingin mencoba keluar dari situasi ini haruskan saya mencari;1;0;0;0;0
sudah beberapa tahun belakangan ini saya semakin tidak percaya diri insecure sering marah marah sering menangis sering melawan orangtua mood terus berantakan mengomong tanpa mikir sering buat sakit hati orang enggak mau berbaur sama yang lain merasa takut sering berhalusinasi berlebihan pokoknya hidup sudah enggak beres lagi benar benar berantakan sering mau bunuh diri dan tadi diusir sama orang tua di otak saya ya saya mau pergi tapi mau kemana saya saja sekarang anti banget ketemu orang tapi enggak tau harus berbuat apa;1;0;0;0;0
mau tanya saya 45 hari yang lalu keracunan miras mengakibatkan mata saya buram ini saya diberi vitamin obat dan obat tetes mata alhamdllilah ada perubuhan meskipun mash buram dan saat ini saya mengalami gangguan susah tidur disiang dan malam hari sering kebangun dini hari habis itu saya tidak bisa tidur lagi kenapa ya apa pengaruh saraf mata saya akibat miras itu solusinya bagaimana dengan mata saya apa bisa kembali normal dan bagaimana dengan masalah tidur saya apa bisa tidur optimal kembali apa perlu obat tidur trimakasih;0;0;1;0;0
nama saya gina umur 22 tahun dalam beberapa tahun terakhir saya memiliki banyak masalah dan itu membuat saya tertekan saya sering marah marah mood saya juga sering berubah ubah muka saya terlihat selalu pucat dan saya juga kadang kalau sudah tertekan suka menyilet lengan saya sendiri apakah saya perlu memeriksakan diri ke dokter jiwa apakah saya memiliki gangguan mental terima;1;0;0;0;0
saya citra dari jember jawa timur saya mau tanya ini tentang kondisi saudara saya dia sering mengeluh tentang masalah dengan suaminya tapi dia tidak pernah cerita bagaimana hubungan dengan suaminya secara jarak jauh mereka berhubungan hanya lewat telpon saya kurang tau permaslaahannya tapi setiap hari dia mengeluh capek sakit pusing mikir suaminya nah suatu hari saya pernah lihat dia tiba-tiba tertawa sendiri saat sholat saya menegurnya untungnya dia langsung sadar setelah itu selang 3 mggu dia mengalami lagi kali ini tidak ada yang menegur nya untuk segera sadar jadi waktu itu dia tidur sambil hapean sendiri dikamar posisi saya kumpul keluarga di depan kamar nah pas kami triaki dia ayo makan tidak ada jwaban smskali kamu curiga apa-apa dia terlihat tenang2 saja keseharian nya hanya trkdng menangis saat;0;1;0;0;0
saya ingin teman teman saya saya ini mengalami bipolar disorder dan juga did ketika saya membaca beberapa artikel mengenai 2 hal itu saya merasa memiliki ciri ciri yang disebutkan dalam ingin saya tanyakan adalah apakah saya perlu memastikan bahwa saya mengalami bipolar dan did dan kemana saya memastikannya ke psikolog dan;1;0;0;0;0
saya mau saya belakangan ini suka berhalusinasi parah dia selalu cerita bahwa belakangan sedang sangat sibuk karena suka pergi dengan pacarnya yang halusinasi pacarnya ini sebenarnya buat buatannya dia sendiri untuk menghibur dirinya yang bisa saya lakukan sebagai teman yang baik saya sangat kasihan karena lama lama dia semakin kasih;0;0;0;0;1
saya mau tanya mama saya pengidap skizofrenia tapi selalu merasa sehat dan tidak terima jika disebut sakit jadi sulit untuk memberikan obat karena selalu menolak apakah ada cara untuk dicampur kedalam minuman makanan apa saja makanan minuman yang tidak boleh dicampur dengan obatnya terima;0;0;0;0;1
saya rea ingin bertanya dari semua gejala skizofrenia saya mengalami sebagian besarnya dari mulai delusi tremor perubahan mood dan lainnya saya tau gaboleh mendiagnosa diri sendiri tapi saya takut apa saya bolehminta pendapat dokter saya ragu saya meminta ke psikolog tapi kata orang tua enggak usah terimakasih;0;0;0;0;1
saya seorang mahasiswa dan sedang dalam masa menyusun tugas skripsi saya merasa bahwa akhir2 ini saya tidak memiliki semangat hidup karena masa pandemi mulai 2020 saat ini saya sangat khawatir cemas merasa mual selama 2 bulan saya juga terkadang merasa tak berguna selalu ngantuk dan mudah lelah walaupun sudah tidur cukup dan makan teratur saat ini saya tinggal sendiri dan masih ditanggung orangtua saya juga tidak bisa berbicara terbuka kepada keluarga dan teman karena saya pribadi yang introvet dan merasa bahwa saya hanya kurang minat diri saya juga menjadi mudah bingung ketika mulai menyusun rencana sehari hari saat ini pun saya merasa pening setiap malam dan ngantuk di pagi hari serasa saya tidak punya apa-apa padahal selalu dimotivasi orangtua sebaiknya apa yang harus saya lakukan;0;1;0;0;0
saya sering khawatir atau cemas yang sehingga buat saya tidak bisa tidur dengan tenang dan harus terbangun setiap jam dan sensitif terhadap suara yang ada kadang saya juga susah fokus dalam ngerjain suatu hal sampai saya harus berulang ulang membaca nya baru saya mengerti kadang kala waktu saya menangis rasa emosional semakin besar dan selalu menjerit histeris dengan menjambak rambut saya sendiri apakah ada saran dari dokter apa nama penyakit dari yang saya alami dan bagaimana cara;0;1;0;0;0
saya seringkali merasa dimana semua pergerakan terasa cepat suara2 terdengar keras sampai suara detik jam tedengar saya bisa merasakan detak jantung saya sendiri saya merasa ada yang mengejar namun tidak takut hanya ada perasaan ingin pergi menjauh tapi tidak hilang dan tidak sakit tidak sulit bernafas tidak pusing ini sering sekali terjadi sekitar 5x seminggu dan berlangsung bisa 10 30menit saya sudah cari di google namun semua mengarahkan ke rasa sakit di dada namun saya tidak merasakan rasa sakit apa ini hanya panic attack dan apa yang bisa mencegah atau menguranginya karena ini cukup mengganggu aktivitas saya terimakasih;0;0;0;1;0
saya tipe orang yang sulit tidur jika ada suara yang terdengar dan gerakan yang menyentuh tempat saya tidur walau kondisi saya semisal sedang lelah banget saya tetap tidak bisa relax sekalipun memaksakan memejamkan mata akibatnya saya sering mengantuk dan merasa pusing di waktu2 yang tidak tepat ketika kuliah dan mengerjakan banyak tugas seperti hari ini mata saya memerah karena sejak pagi tadi belum tidur hingga malam ini hari ini saya merasa sangat ngantuk dan ingin tidur tapi lingkungan tidak mendukung seperti yang saya katakan sebelumnya pertanyaan saya bagaimana ya mengatasi kesulitan tidur saya ini jujur saya merasa terhambat banget yang berakhir pada rasa tertekan psikis saya saya ingin setiap hari tidur relax terlebih ketika istirahat siang mohon jawabannya;0;0;1;0;0
setelah membaca gejala2 depresi saya yakin saya sedang depresi kemungkinan besar penyebabnya dari rasa frustasi yang menyebabkan beban pikiran menjadi berat dan kejadian2 masa lalu yang membekas di pikiran saya orangnya pendiam susah untuk bercerita kepada orang-orang terdekat sekalipun bercerita itu pun tidak diceritakan semua dan lebih banyak di pendam sendiri ketika bertemu dengan teman dekat atau keluarga saya selalu tersenyum tidak memperlihatkan kesedihan saya apalagi sekarang kondisi ekonomi sedang buruk dan istri ingin berpisah menambah rasa frustasi semua solusi untuk mencegah depresi sudah saya lakukan kec konsultasi ke psikiater karena keterbatasan ekonomi tetap tidak dapat menghilangkan rasa frustasi bersalah;0;1;0;0;0
saya wahyu umur ini saya merasa kalau saya menderita mood swing kalo di inget2 gejalanya sudah setahun terakhir ini mudah tersinggung kalau orang tua manggil dengan kata keras enggak pakai nama saya suka sedih kalau apa yang saya kerjain di ganggu jadi marah enggak karuan sama apa yang saya sudah rencanain terus yang seharusnya saya mendapati tapi karena kelalaian orang lain saya jadi enggak dapat itu bisa jadi marah-marah sendiri sudah marah bisa sampai merusak barang dan akhirnya pas sudah reda marahnya jadi menyesal sudah merusak barang untung nya kalo marah saya enggak pernah kepikiran buat menyakiti orang cuma menyakiti sendiri kayak tinju2 sesuatu sampai merasa sudah sedih itu sering menangis sendirian dan sering kepikiran kalo pengin akhirin hidup semua itu jadi malas ngapa2in seharian aktivitas pun jadi ini bisa di menyembuhkan sendiri enggak dengan pola hidup sehat perokok enggak konsumsi obat2an sama sekali tapi saya pernah kecelakan 7 tahun yang lalu dan pendarahan di otak terus enggak di operasi walaupun dokter menyarankan buat operasi tapi terakhir ct scan sudah enggak ada pendarahan lagi di otak solusinya mkasi;1;0;0;0;0
mau tnyaa kenapa ya bayi saya kalo rewel saat tidur ssh didiamkan dan mesti cari mimik dan sudah usia 11 bulan tdurnya mesti dikasih asi hingga terlelap padahal sudah ngntuk dan kenyang tapi tetap msti mimik bust isa;0;0;1;0;0
saya alya nisa saya masih anak smk begini nih saya mau tanya sering banget saya berkhayal membayangkan sesuatu yang saya inginkan dan setelah berkhayal perasaan saya sering tidak enak apakah khayalan yang saya inginkan akan berdampak negativ saya bingung untuk semua ini;0;0;0;0;1
saya ingin bertanya mengenai diri saya sendiri yang sering gelisah tangan gemetar tidak fokus melakukan kegiatan sehingga kurang produktif selain itu ketika saya mulai merasa perasaan gelisah saya jadi mudah menangis apalagi ketika ada seseorang yang berteriak marah saya akan langsung gemetar dan tidak fokus padahal kemarahan itu tidak ditunjukkan kepada saya bagaimana ya cara mengatasi hal semacam itu karena itu sudah mengganggu;1;1;0;0;0
saya sepertinya mengalami gejala varicocel sinistra grade 1 nah apa yang harus saya lakukan untuk menyembuhkannya karena saya mau masuk di akpol sedangkan kalau mau masuk akpol tidak boleh mengidap penyakit verikokel jadi saya harus bagaimana mohon bantuannya karena ini menyangkut masa depan saya;0;0;0;1;0
saya alya umur 14 tahun tapi saya pinjam akun orang tua saya jadi sejak tahun lalu saya merasa bahwa saya tidak bisa mengontrol diri saya saya merasa berubah dan merasa kalau diri saya yang sekarang itu bukan saya saat saya mengalami sesuatu dan takut dimarahi terkadang saya berpikir saya bundir atau sakit saja ya biar enggak usah begini saya juga merasa sedih karena ingin berubah jadi lebih baik tapi tidak bisa saya selalu marah kalau ada barang hal kecil yang punya saya itu diambil disembunyikan saya sering merasa takut bersosialisasi dan sering takut salah mengomong ketika bersama teman saya saya sering ingin marah mengeluarkan semua perasaan saya tapi saya tidak bisa saat saya bicara pada orang tua bahwa saya menyukai perempuan dan juga laki laki mereka malah bilang bahwa saya sakit jiwa saya merasa kesepian tapi takut mencari teman juga kalo kayak begitu kira kira kenapa ya;0;1;0;0;0
apakah obat clozapine aman untuk dikonsumsi penderita insomnia dan selalu berhayal terimakasih;0;0;1;0;0
saya joe liestin 33 tahun tiap hamil saya selalu seperti bukan diri saya sendiri saya menjadi lebih labil dan selalu sedih tak berkesudahan padahal kalau tidak hamil saya periang ceria sabar enggak pernah marah depan teman-teman dan keluarga saya dibilang sangat menghibur bahkan sering melucu tapi memasuki kehamilan pasti saya langsung berubah drastis saya pun sadari perubahan yang kelihatan banget ini tapi saya enggak bisa control lebih normal 3 hari lalu mama mertua saya meninggal otomatis saya sedih dan jadi memikirkan segala kecemasan jadi memikirkan yang aneh-aneh tiba-tiba saya seperti dengar teriakan kencang dan saya tumbang saya jatuh dikamar tapi saya sendiri kayak mimpi berusaha bangun lalu saya jalan ke dapur keluar dari kamar tapi tangan badan mulut semua kaku bahkan untuk mengeluarkan suara meminta tolong saja kayak enggak bisa suami saya nuntun ke kamar nanya2 kenapa saya sadar tapi saya enggak bisa mengomong perasaan saya sudah teriak2 baca-baca ayat qur an sebisa nya saya tapi kata suami saya saya hanya megap2 seperti sesak nafas dan melotot meronta2 kejadian nya jam 7 pagi tiba-tiba saya bangun sudah jam 11 siang dengan badan sakit dan kepala benjol2 juga badan penuh cakaran dokter yang mau saya tanyakan ini efek dari depresi saya dan beban pikiran yang meluap menjadi histeris apa kesurupan seperti yang orang kampung bilang mohon petunjuk nya dokter terima kasih;0;1;0;0;0
saya mau bertanya lansia mengaku mengalami susah tidur dan terlihat sekitaran matanya bewarna gelap lansia tidur pada malam hari dari jam 8 sampai jam 11 malam dan terbangun tidak bisa tidur sampai subuh kemudian pada pagi hari jam 8 sampai dgan jm 11 siang lansia itu tertidur kembali apakah kasus seperti ini dpat disebut gangguan tidur pada lansia yang mengalami demensia;0;0;1;0;0
saya mau tanya beberapa tahun ini saya banyak pikiran bahkan memikirkan hal-hal yang tidak terlalu penting awalnya saya pikir ini hanya stres dan saya cuman berolahraga tapi belakangan ini tanpa saya sadari saya sering menggigit kuku mengetuk2 meja dengan kuku terkadang juga saya memitikkan kuku jempol ke kuku telunjuk sampai telunjuk saya lecet untungnya saya selalu berhenti ketika saya menyadari apa yang saya lakukan saya pikir ini gangguan kecemasan belakangan ini saya juga suka tiba-tiba teringat kejadian yang tidak menyenangkan yang pernah terjadi dalam hidup saya dari kejadian yang memalukan kejadian yang membuat saya merasa tidak adil sampai kejadian yang membuat saya menyesal dan merasa bersalah setiap saya mengingat kejadian2 ini saya selalu reflex memukul jidat saya dengan keras saya berharap bisa berhenti mengingat itu semua bahkan saya trauma sama lagu-lagu yang pernah jadi favorit saya saya juga biasanya paling takut untuk punya mimpi buruk tapi belakangan ini saya berhenti berdoa sebelum tidur setiap hari selalu berharap buat punya mimpi buruk ketika pagi saya bangun saya terbiasa mereview mimpi yang saya alami dimalam hari setiap saya tertawa lepas karena hal-hal lucu entah kenapa saya selalu menangis dada tuh rasanya pengap saya tau kalau saya mengidap gangguan kejiwaan tapi bolehkah saya tau gangguan kejiwaan apa yang saya alami dan seberapa;1;0;0;0;0
maaf saya mau tanya apakah seseorang yang mengalami gejala psikosis itu yakni mengalami halusinasi dan delusi dapat dipastikan dia terkena penyakit skizofrenia perlukah penelitian lebih lanjut untuk hal itu terima kasih tapi info nya;0;0;0;0;1
saya punya kakak laki laki umur 35 tahun dan sudah berkeluarga dan memiliki seorang putri kakak saya awalnya sering sekali melamum kadang kalau di tegur nyahut sepintas beberapa hari ini kelakuan ya aneh dan dia tidak tidur sama sekali mondar mandir kadang seperti orang ketakutan merasa ada orang yang ingin mencelakai selalu was was dan ingin kabur diajak mengobrol tidak menyahut kadang sering mengomong yang aneh aneh dengan anak sendiri dibilang anak orang lain terus kadang nangis2 meminta maaf dan lebih parah ya lagi dia hampir mau mencekik istrinya padahal istri ya lagi mengandung kalau di tanya katanya ada orang yang membisikan yang menyuruh ya melakukan itu sebelumnya 1 tahun yang lalu kakak saya juga pernah seperti itu setelah berobat dirumah sakit jiwa cuma di kasih obat tapi di vonis minum obat seumur hidup setelah rutin minum obat sekitar kurang lebih 3 bulan dan berangsur sembuh normal tapi keadaannya berbeda dari sebelumnya dia lebih sering malas bekerja dari seorang yang pekerja keras memang kakak saya itu hidup dalam keadaan yang miskin tapi pekerja keras sedangkan istrinya seseorang yang pendiam dan seperti tidak bisa mengurus suami bagaimana harus mengatasi dan menghadapi situasi seperti itu sebelumnya saya ucapkan terimakasih;0;0;0;0;1
ayah saya berumur 54 tahun belakangan ini berat badan nya turun sehingga terlihat menjadi kecil namun tidak merasakan sakit apa pun jiga mkan dia lahap tidur nyenyak namun dia suka tiba tiba lesu pkerjaan ayah saya menjahit gejala awal nya dia suka sakit pinggang lemes lutut kadang2 brgetar kalo sudah lmes dia enggak bisa apa-apa harus tidur saja tapi enggak terasa sakit di sebelah mana pun dari sana ayah saya berat badan nya jadi turun mhon masukan nya apa yang baik saya lkukan untuk menjga agar kondisi nya tetap;0;1;0;0;0
istri sudah 5hr ini susah tidur malam dan mengalami sakit kepala yang berlebihan sudah bawa ke dokter dan didiagnosis lambung luka obat yang di berikan antasida doen ibuproven dan titan tapi tidak ada hasil kesembuhan atau tidak berkurangnya sakit kepala yang di alami mohon pencerahannya;0;0;1;0;0
saya ingin bertanya mengenai diri saya sendiri jadi saya sering sekali dihadapi dengan kegagalan saya tidak pernah bisa menggapai apa yang saya inginkan walau saya sudah berusaha semaksimal mungkin saya termasuk orang yang ambis dan percaya diri bahwa saya pasti bisa tapi lama lama saya lelah sekali sampai saya merasa bahwa saya hanyalah sampah saya di rendahkan keluarga di khianati pacar di manfaatkan teman saya sangat membenci mereka dan diri saya sendiri sering berkhayal bahwa saya disukai semua orang seperti teman saya yang banyak teman nya saya ingin dianggap ada oleh temn teman jadi saya sering membuat konten konyol agar mereka tertawa saya tiba tiba senang dan percaya diri dan tiba tiba merasa tidak berguna lalu menangis kadang tiba tiba sangat membenci orang yang telah berbuat jahat kepada saya sampai saat itu saya mencoba mengakhiri hidup saya 2x tetap saja gagal alias dapat tertolong saya menjadi suka menyakiti diri saya dengan melukai tangan atau memukul kepala karena itu membuat sakit hati saya berkurang saya tidak tau kenapa ini sangat complicated terkadang saya juga sangat panik ketika dihadapkan ke banyak orang yang saya tidak dekat dan tidak kenal seperti teman seangkatan atau tetangga 2 tahun ini saya sangat gelisah dengan kejiwaan saya yang seringkali merasa insecure atau tidak berguna ingin dianggap ada sangat panik dihadapan orang overthinking takut dikhianati takut gagal mudah menangis terimakasih;1;1;0;0;0
saya mau bertanya saya srgkali tidak bisa fokus ke pkrjaan lawan bicara saya saya juga srg mnggap dari saya sebagai orang yang brbakat tapi beberapa selng waktu saya malah mrasa saya orang yang pulang buruk saya juga tidak suka keluar dari rumah karena saya selalu beranggapan sedang menertawakan saya kadang saya juga kadang saya bisa jadi orang yang semangat kadang juga saya bisa jadi orang yang sarkas dan pmarah ini kenapa;1;0;0;0;0
saya mau tanya tentang kondisi saya entah kenapa saya seperti merasa ada orang lain yang tinggal di tubuh saya meskipun saya percaya kalau itu hanya halusinasi tetapi saya rasa ada dua orang atau tiga yang ada di tubuh saya saat di sekolah untung saja masih saya yang kendaliin tubuh sendiri tapi kalau di rumah sifat saya bertolak belakang saya suka marah marah dengan hal kecil agak egois dan berteriak di sekolah saya enggak pernah mengomong ke teman teman seperti selective mutism pokoknya pemalu banget kepercayaan dirinya rendah tapi begitu di rumah dan luar sikap saya sudah enggak bisa ditoleran kalau ekskul pakenya baju yang panjang terus berjilbab kalau lagi di luar sekolah saya pakai yang pendek pendek terus enggak pakai jilbab saya seperti dikendalikan dua orang;0;0;0;0;1
saya seorang yang mengalami gangguan psikometrik iaitu sentiasa bimbang kepala saya membesar yang membuatkan kepala saya sentiasa tidak tenang suatu hari saya meniarap atas katil dan dan kepala saya memandang bawa katil disebabkan gangguan psikometrik menyebabkan kepala saya terasa berat untuk diangkat dan merasakan tekanan atas kepala ketika ingin mengangkat kepala daripada bawah katil perkara ini saya hadapi juga pada hari berikutnya suatu hari saya mendapati tengkorak saya kelihatan tinggi tolong jelaskan keluhan saya dengan secara details sebab kepala saya terasa berat untuk kesan yang tengkorak kepala hadapi disebabkan situasi itu dari segi ketinggian;0;0;0;0;1
teman saya mengalami sulit tidur tertidur jam 1 2 malam dan biasa bangun jam 5an sangat kurang jam tidur nya saya pernah baca mengkonsumsi buah atau ekstrak mengkudu bisa membuat tidur nyaman benarkan atau ada rekomendasi dari dokter terimakasih;0;0;1;0;0
saya disini ingin sedikit bercerita dalam pandangan orang lain dan saya sendiri kepribadian saya termasuk kedalam seseorang yang humoris percaya diri dan tentunya memiliki banyak teman terkadang saya juga menjadi tempat segala keluh kesah setiap teman saya dan saya sendiri juga menikmati masa masa bisa membantu teman saya dengan berbagai saran dan menjadi pendengar yang baik hanya saja sejak kecil saya memiliki kebiasaan berbicara sendiri seolah ada orang yang saya ajak berbicara orang tua saya bilang kemungkinan itu adalah teman imajinasi saya atau semacamnya tapi masalahnya adalah teman imajinasi itu memiliki wujud bagi seseorang yang mengalami dan hanya orang tersebut yang bisa melihat disaat orang lain tak bisa tapi bahkan saya tak pernah tahu wujud sosok yang kerap menjadi teman berbincang saya seolah saya berbicara hanya pada suara tanpa wujud saya juga terkadang bisa berubah menjadi seseorang yang pemurung tanpa sebab disaat keadaan baik baik saja secara mendadak saya bisa menjadi sosok yang tak peduli pendiam dan terkadang bisa menangis tanpa adanya alasan atau penyebab karena perubahan sikap saya yang sering kali tiba tiba dan bisa berlangsung hingga berminggu minggu orang tua selalu saja bertengkar dengan saya yang termasuk anak yang jarang membantah saya baru saja membaca mengenai alter ego ini rasanya masih tak percaya jika hal semacam ini terjadi pada saya disini saya merasa senang dan menerima apa adanya kepribadian saya yang periang humoris percaya diri dan selalu menjadi pendengar yang baik saya menikmati semua kepribadian itu dihidup saya tapi mengapa diri saya justru menciptakan kepribadian semacam itu mengapa diri saya menciptakan kepribadian yang benar benar buruk ketika kepribadian saya yang sesunguhnya tidak menginginkan hal itu sama sekali mohon bantuannya;1;0;0;0;0
saya ingin bertanya tentang gangguan skizofrenia apakah penderitanya selalu merasakan rasa sakit pada bagian tubuhnya atau juga merasa lelah di sore hari tanpa bekerja sekalipun sekian;0;0;0;0;1
saya mau bertanya dari bulan 5 saya selalu mengalami sakit kepala yang sangat lalu selalu tegang di area belakang leher saya saya juga selalu mengalami mual setiap sakit kepala saya muncul terus kalau tengan malam saya susah banget tidur biasa saya bisa tidur kalau jam 2 malam baru saya bangun jam 6 dalam tahun ini juga berat badan saya turun drastis bahkan malas banget makan sampai teman dan orang tua saya bertnya ke saya kenapa saya terliat pucat sekali dan kurus sekali tidak cara mengatasinya;0;0;1;0;0
belakangan ini saya tidak dapat menahan emosi saya itu berpengaruh dalam sikap saya yang harus menghadapi anak saya yang baru berusia 2thn jadi suka emosi berlebih hal ini juga sebabkan karena saya ada masalah dalam rumah tangga saya jadi sering merasa gelisah tidak percayaan ketakutan yang tidak menentu tkt bohongi tipu dll hanya saya tidak mau keadaan ini malah membuat anak saya terluka karena saya tidak dapat lagi menahan emosi saya apa yang harus saya;1;0;0;0;0
saya adalah anak yang tidak banyak teman cenderung diam saat pertama kali brtemu dengan orang baru namun akhir2 ini saya merasa tertekan kesepian dan tiba-tiba menangis sendiri saya seakan2 hidup dalam kesendirian saya bosan dan saya bingung karena saya selalu tidak bisa membendung air mata;1;0;0;0;1
saya dari situbondo butuh psikoterapi dari psikolog soalnya sudah bertahun tahun saya mengalami kecemasan berlebihan membuat suara atau gerakan secara berulang;0;0;0;0;1
saya ingin bertanya kenapa akhir2 ini ketika saya sudah mulai memasuki bulan terakhinya saya merasa susah tidur mual dan bagian telapak kaki saya selalu terasa panas saat malam;0;0;1;0;0
saya ibu hamil 23 minggu sudah 1 minggu ini saya insomnia kalo malam bahkan sampai pagi pun saya tidak bisa tidur bagaimanakah cara mengatasinya supaya saya bisa tidur normal lagi terima;0;0;1;0;0
ibu saya punya gejala skizofrenia dan di beri resep dokter obat risperidone 2mg nah setelah ibu meminum obat nya yang dirasakan beliau seperti berikut ini pusing tidak seimbang sulit konsentrasi badan capek sakit mual seperti orang mabuk kalau berjalannah ibu enggak mau lagi minum obat yang ini padahal sudah saya paksa saya harus bagaimana menyikapi;0;0;0;0;1
